voterId,name,age,gender,phone,email,address,state,pincode,aadhaarId,registrationDate
INDVOTER101306,Vanya Shah,58,Male,9947377970,vanyashah608306@yahoo.com,"17/815, Salvi Chowk, Muzaffarpur 956586",Andhra Pradesh,253032,176251661362,2021-09-09
INDVOTER100836,Bina Lad,47,Other,9413512303,binalad609644@yahoo.com,"259, Krishnan Zila, Lucknow 991553",Jharkhand,868425,995967910241,2017-03-29
INDVOTER101492,Lakshmi Choudhary,51,Female,9877996389,lakshmichoudhary610377@outlook.com,"H.No. 947, Butala, Tenali-016193",Nagaland,029511,051553837298,2020-12-31
INDVOTER101488,Charles Karan,67,Other,9636652241,charleskaran61196@yahoo.com,"993, Dixit Street, Adoni 672306",Arunachal Pradesh,025833,819126073560,2015-04-09
INDVOTER100647,Elijah Sathe,23,Female,9553333391,elijahsathe612985@gmail.com,"84, Bahri Zila, Sonipat 866237",Tripura,042081,192832501136,2022-12-21
INDVOTER100792,Tripti Varma,36,Male,9138106417,triptivarma613983@yahoo.com,"72/69, Nayar Street, Miryalaguda 186545",Haryana,098366,273583461155,2016-08-10
INDVOTER100816,Amruta Morar,26,Female,9011778752,amrutamorar614515@yahoo.com,"H.No. 425, Dass Ganj, Sri Ganganagar 752878",Nagaland,238245,100813863521,2016-03-01
INDVOTER101423,Eshana Luthra,27,Female,9938095663,eshanaluthra61581@outlook.com,"91/778, Kara, Jaipur 199717",Odisha,386370,070410909672,2016-04-20
INDVOTER101074,Vasatika Mander,31,Other,9167824022,vasatikamander616428@gmail.com,"H.No. 20, Deol, Sangli-Miraj & Kupwad-386345",Tamil Nadu,773459,811284508741,2021-12-18
INDVOTER101013,Rajeshri Shukla,47,Other,9955120636,rajeshrishukla617990@outlook.com,"953, Nagy Marg, Jabalpur 168631",Punjab,094020,867863790575,2016-03-12
INDVOTER100660,Anusha Sachdev,79,Female,9261019461,anushasachdev618621@yahoo.com,"H.No. 757, Rau Path, Mira-Bhayandar 410308",Uttar Pradesh,441865,835030932785,2018-05-01
INDVOTER100980,Advika Kohli,39,Female,9921625710,advikakohli619144@gmail.com,"455, Mukherjee Nagar, Bhusawal-255225",Nagaland,534046,459590765476,2018-03-05
INDVOTER100709,Aahana Bahl,21,Other,9774181038,aahanabahl620641@gmail.com,"43/76, Yogi, Kolkata-584063",Mizoram,212595,277109631265,2015-10-09
INDVOTER101601,Timothy Sood,63,Other,9262615894,timothysood621168@outlook.com,"092, Sami Ganj, Parbhani-839283",Jharkhand,614667,272017510067,2015-07-06
INDVOTER101229,Amol Kala,75,Male,9520642816,amolkala622812@yahoo.com,"35, Mane Road, Sultan Pur Majra-655866",Bihar,274005,439462255557,2020-04-07
INDVOTER101447,Mahika Peri,62,Male,9862053936,mahikaperi623258@gmail.com,"72/427, Sami Circle, Nagercoil 084822",Nagaland,206434,877107772567,2021-02-25
INDVOTER100870,Frado Rastogi,43,Other,9617209075,fradorastogi624632@outlook.com,"97/72, Dhillon Road, Jodhpur 653882",Nagaland,493012,641802985101,2015-06-24
INDVOTER101519,Meghana Samra,70,Male,9521812062,meghanasamra625787@yahoo.com,"74/59, Nagarajan Ganj, Hazaribagh-556052",Gujarat,891352,544287735313,2017-06-16
INDVOTER100984,Ikbal Naik,90,Male,9770592368,ikbalnaik626351@yahoo.com,"H.No. 76, Sehgal Ganj, Tadipatri-766636",Goa,684757,370053319343,2021-04-15
INDVOTER101004,Yutika Jhaveri,42,Other,9496493419,yutikajhaveri627519@gmail.com,"H.No. 23, Sunder Zila, Bhatpara-767804",Manipur,112175,847215174373,2020-05-22
INDVOTER100744,Chanchal Rastogi,38,Male,9916800291,chanchalrastogi628980@outlook.com,"00/90, Bhattacharyya Marg, Jabalpur-965604",Uttarakhand,682590,072122739325,2021-09-15
INDVOTER101105,Zansi Savant,82,Male,9890782459,zansisavant629610@yahoo.com,"03/99, Karnik Street, Guna 649785",Karnataka,590316,200924731254,2019-06-16
INDVOTER101604,Laban Pingle,36,Male,9174068473,labanpingle630198@outlook.com,"63/885, Ghosh Street, Jammu-037354",Tripura,792324,737606660555,2020-02-06
INDVOTER100952,Rachita Patil,39,Female,9643823678,rachitapatil631748@yahoo.com,"307, Kannan Zila, Tadepalligudem 587236",Tamil Nadu,183973,651104914240,2019-04-19
INDVOTER101093,Charita Mannan,26,Other,9501319678,charitamannan632439@outlook.com,"57/031, Ram Nagar, Karnal 086573",Bihar,101804,938174561696,2019-09-10
INDVOTER101550,Garima Sandal,19,Male,9281918049,garimasandal633679@yahoo.com,"33, Sem Ganj, Machilipatnam-929231",Punjab,641863,226292686398,2019-10-15
INDVOTER100957,Urishilla Saraf,33,Female,9266268073,urishillasaraf634813@outlook.com,"49/98, Ravi Zila, Muzaffarpur-588403",Meghalaya,880369,441906241902,2020-08-05
INDVOTER101418,Daksha Dora,59,Other,9979599528,dakshadora635723@gmail.com,"H.No. 99, Dixit Zila, Gandhinagar-592666",Sikkim,479229,017255065711,2018-02-03
INDVOTER100654,Anjali Halder,49,Other,9143738370,anjalihalder636765@gmail.com,"843, Iyengar, Amaravati-479314",West Bengal,057821,448919161348,2018-01-03
INDVOTER101415,Abhiram Pandey,68,Male,9104307180,abhirampandey637105@yahoo.com,"07, Mangat Nagar, Pune 830266",Rajasthan,432304,403560211330,2021-01-03
INDVOTER100762,Nidhi Banik,79,Male,9132637253,nidhibanik638839@gmail.com,"11/96, Natarajan Nagar, Mathura 768737",Manipur,348635,075326241161,2022-07-21
INDVOTER100977,Lekha Kota,78,Female,9978261381,lekhakota639459@outlook.com,"01/81, Prabhakar Street, Noida-968783",Maharashtra,054322,663746020377,2015-06-05
INDVOTER101077,Kabir Roy,40,Other,9108112119,kabirroy640919@gmail.com,"H.No. 88, Divan Zila, Parbhani 867815",Mizoram,294147,786189992836,2023-09-09
INDVOTER101397,Yashawini Mistry,57,Other,9481580399,yashawinimistry641366@gmail.com,"51, Chakrabarti Zila, Jabalpur 705152",Odisha,373610,630829960867,2021-01-14
INDVOTER101621,Adya Uppal,33,Other,9690722706,adyauppal64271@gmail.com,"67/871, Parsa Circle, Orai 173191",Mizoram,263631,388490225770,2015-09-18
INDVOTER101072,Jeet Bhakta,86,Female,9329078851,jeetbhakta643203@gmail.com,"986, Mohan Path, Bidar-739477",Gujarat,818896,251534059666,2020-02-06
INDVOTER101323,Tanmayi Date,44,Female,9302184700,tanmayidate644163@gmail.com,"H.No. 19, Narayan Chowk, Khandwa-211092",Karnataka,798482,040740962833,2015-03-01
INDVOTER101557,Azad Chaudhari,35,Other,9398259233,azadchaudhari645861@gmail.com,"663, Lanka Nagar, Vijayanagaram 338830",Sikkim,204395,816382993898,2018-09-20
INDVOTER101254,Udant Mand,45,Other,9717937665,udantmand646432@outlook.com,"96, Nath Zila, Bokaro-042392",Rajasthan,137644,734675856061,2017-08-23
INDVOTER101223,Oviya Varma,77,Male,9403843627,oviyavarma647932@outlook.com,"499, Basu Ganj, Kishanganj-729857",Haryana,396516,965562471759,2022-08-07
INDVOTER101128,Faris Mani,55,Female,9743134389,farismani648396@outlook.com,"H.No. 10, Badami Marg, Jabalpur-580807",Madhya Pradesh,493140,222786870402,2017-02-10
INDVOTER101582,Ijaya Divan,68,Male,9623388765,ijayadivan649834@yahoo.com,"H.No. 46, Dayal Chowk, Alwar-086548",Nagaland,773003,914509833625,2020-11-15
INDVOTER101130,Veer Dixit,62,Female,9483750431,veerdixit650920@gmail.com,"145, Dara Nagar, Panvel-978590",Gujarat,672187,678948937797,2021-04-26
INDVOTER101537,Hamsini Kapoor,40,Male,9893723362,hamsinikapoor651413@yahoo.com,"329, Rastogi Chowk, Bally 807365",Madhya Pradesh,898459,420628881539,2016-12-15
INDVOTER101284,Lucky Som,88,Other,9632959573,luckysom652822@outlook.com,"46, Kale Road, Pallavaram-984850",Andhra Pradesh,340067,610762474783,2023-06-04
INDVOTER101036,Ganga Tripathi,20,Other,9281936974,gangatripathi653241@yahoo.com,"28, Khalsa Ganj, Aizawl-913838",Haryana,044442,071524349182,2016-10-17
INDVOTER101477,Arjun Banerjee,49,Male,9616609297,arjunbanerjee654240@yahoo.com,"165, Zachariah Zila, Jorhat-431607",Mizoram,387072,394382483791,2018-04-12
INDVOTER101615,Gayathri Lad,33,Male,9117475484,gayathrilad655408@yahoo.com,"H.No. 967, Prabhu Circle, Dhanbad-290147",Rajasthan,205839,504389558816,2022-06-23
INDVOTER101652,Kalpit Devan,19,Other,9937953702,kalpitdevan65683@outlook.com,"48/410, Mahal Chowk, Pondicherry 691669",Chhattisgarh,282491,950456082557,2017-04-04
INDVOTER101485,Anmol Dube,69,Other,9463782375,anmoldube657446@gmail.com,"595, Toor Road, Udupi-679491",Meghalaya,165856,680583236718,2018-12-09
INDVOTER101605,Kavya Chakrabarti,52,Female,9140496505,kavyachakrabarti65831@outlook.com,"082, Mangal Zila, Faridabad-016493",Andhra Pradesh,229383,320679147438,2021-12-09
INDVOTER101379,Chameli Balakrishnan,70,Female,9980271736,chamelibalakrishnan659815@outlook.com,"H.No. 57, Loyal Road, Gwalior-640257",Telangana,788857,906599398890,2017-08-29
INDVOTER101277,Jairaj Bhandari,70,Female,9975004854,jairajbhandari66098@yahoo.com,"38, Babu Street, Jaunpur 884229",Andhra Pradesh,041123,981050435242,2022-01-12
INDVOTER101031,Hritik Gola,28,Other,9054909500,hritikgola66182@gmail.com,"43/849, Batra Ganj, Rajpur Sonarpur-142503",Bihar,541811,556792690455,2016-12-10
INDVOTER101554,Pooja Korpal,23,Other,9078054464,poojakorpal662151@yahoo.com,"93/463, Das Ganj, Jalgaon 715849",Kerala,052207,528014594393,2016-06-26
INDVOTER100758,Oni Sunder,31,Other,9509237904,onisunder663455@yahoo.com,"17/339, Narayanan Ganj, Morbi 545560",Assam,485956,418195442395,2017-09-12
INDVOTER100815,Shaurya Shankar,23,Other,9537160906,shauryashankar664989@outlook.com,"41, Swaminathan Ganj, Tirunelveli 585823",Rajasthan,342439,892753825802,2016-04-16
INDVOTER101213,Nathan Sunder,22,Female,9751455459,nathansunder665470@outlook.com,"949, Chacko Ganj, Morena 517999",Sikkim,435151,513135904029,2023-07-05
INDVOTER100682,Orinder Pillay,63,Female,9048387369,orinderpillay666217@yahoo.com,"69/699, Madan Road, Alwar 770658",Kerala,808202,529858930863,2021-12-27
INDVOTER101539,Manan Gupta,68,Female,9780531301,manangupta667194@gmail.com,"H.No. 75, Dhaliwal, Gurgaon 950239",Assam,660522,624398505139,2020-10-14
INDVOTER101141,Idika Kalla,31,Male,9128998507,idikakalla668151@yahoo.com,"691, Hayer Ganj, Khammam 589949",Goa,634787,169310728467,2017-07-17
INDVOTER101588,Vaishnavi Vala,56,Other,9991144571,vaishnavivala669950@outlook.com,"H.No. 10, Sura Chowk, Karimnagar-816868",Goa,870510,509664286601,2020-11-16
INDVOTER101584,Ladli Dhillon,65,Female,9658327718,ladlidhillon670993@yahoo.com,"12, Dhingra Marg, Kavali-219224",Tamil Nadu,095638,891865210661,2016-01-13
INDVOTER100882,Aarnav Sharma,53,Male,9698035669,aarnavsharma671629@yahoo.com,"H.No. 64, Narasimhan Chowk, Rohtak 592906",Karnataka,126164,033137281838,2020-08-05
INDVOTER101630,Samuel Parmer,59,Female,9162792928,samuelparmer672566@gmail.com,"430, Naidu Zila, Darbhanga-565267",Andhra Pradesh,644301,854294435535,2019-12-21
INDVOTER101548,Aryan Saha,56,Other,9203073243,aryansaha673668@gmail.com,"78, Sura Nagar, Chennai 555117",West Bengal,104376,051696835067,2019-11-17
INDVOTER100918,Zinal Din,42,Female,9039495415,zinaldin674856@outlook.com,"84/59, Sachdeva Marg, Katni 497991",Maharashtra,920071,819401256692,2023-07-30
INDVOTER101568,Praneel Bhargava,66,Other,9089656090,praneelbhargava675773@gmail.com,"387, Patil Street, Berhampore 927141",Rajasthan,644878,356897529765,2017-02-21
INDVOTER101325,Girindra Chaudhuri,19,Male,9566702901,girindrachaudhuri676585@gmail.com,"H.No. 00, Dash Marg, Anand-554409",Mizoram,412394,892455503843,2019-08-15
INDVOTER100742,Harita Padmanabhan,53,Female,9068379870,haritapadmanabhan677620@outlook.com,"H.No. 15, Ganesh Road, Rourkela 588810",Manipur,563162,694523352896,2016-04-25
INDVOTER101490,Max Sinha,72,Male,9987366100,maxsinha678236@yahoo.com,"H.No. 266, Keer Road, Tiruvottiyur-407570",Maharashtra,157446,115402537734,2023-10-17
INDVOTER101357,Aryan Gandhi,73,Male,9595391957,aryangandhi679250@outlook.com,"H.No. 92, Naik Path, Nadiad 021474",Himachal Pradesh,654565,194769013194,2020-01-26
INDVOTER101297,Abeer Kanda,27,Other,9562273107,abeerkanda680533@gmail.com,"71, Basak Path, Tinsukia 005989",Maharashtra,163264,973951534329,2018-06-22
INDVOTER100824,Gunbir Balay,47,Female,9392542363,gunbirbalay681166@yahoo.com,"H.No. 382, Chakraborty Marg, Dehradun-304755",Tripura,328547,631988465130,2023-09-29
INDVOTER101340,Nitesh Sane,33,Other,9173649801,niteshsane682264@yahoo.com,"421, Das Circle, Hajipur-022789",Goa,575886,675785983180,2017-09-26
INDVOTER101127,Suhani Salvi,86,Other,9021085341,suhanisalvi68364@yahoo.com,"H.No. 55, Ranganathan Zila, Giridih-073962",Himachal Pradesh,180754,907102404581,2015-04-13
INDVOTER101535,Nachiket Om,37,Male,9900027736,nachiketom684855@gmail.com,"27/24, Savant Street, Thanjavur-009963",Arunachal Pradesh,816477,461029878633,2016-04-11
INDVOTER100874,Caleb Wable,54,Female,9604962292,calebwable685182@gmail.com,"22, Sanghvi Ganj, Ranchi 614183",Andhra Pradesh,136050,338969826510,2020-10-21
INDVOTER101300,Omaja Anne,44,Male,9177323298,omajaanne686950@gmail.com,"H.No. 47, Devan Ganj, Bangalore-803804",Himachal Pradesh,286679,267372208770,2019-08-24
INDVOTER101610,Nachiket Krishnamurthy,56,Female,9156160226,nachiketkrishnamurthy687154@gmail.com,"56, Verma Ganj, Nadiad-942629",Karnataka,733707,755423360184,2016-06-28
INDVOTER101526,Bhanumati Sarkar,19,Female,9929195398,bhanumatisarkar688803@gmail.com,"H.No. 32, Salvi Road, Madanapalle 991899",Manipur,633696,199662061176,2021-12-27
INDVOTER101640,Watika Boase,53,Male,9501803880,watikaboase689603@outlook.com,"327, Majumdar Circle, Surendranagar Dudhrej-073865",Goa,737628,798321062697,2022-04-27
INDVOTER101038,Lipika Patil,53,Female,9570502198,lipikapatil690880@yahoo.com,"H.No. 384, Srinivas Ganj, Raipur-501336",Arunachal Pradesh,611994,278704609111,2019-04-28
INDVOTER100897,Damini Mani,57,Female,9288543478,daminimani691865@gmail.com,"H.No. 424, Radhakrishnan Zila, Bulandshahr 208926",Nagaland,800094,429172926063,2017-05-28
INDVOTER100817,Charita Goyal,50,Female,9548825953,charitagoyal692440@gmail.com,"H.No. 18, Sundaram Circle, Vasai-Virar 453020",Assam,790692,694703282972,2023-09-07
INDVOTER101613,Geetika Bhargava,86,Male,9612708358,geetikabhargava693830@outlook.com,"91/93, Mani Marg, Kozhikode-098248",Tripura,514566,562563789195,2015-05-15
INDVOTER101365,Ayushman Barad,81,Female,9096984062,ayushmanbarad694961@outlook.com,"H.No. 818, Divan Zila, Miryalaguda 844917",Tamil Nadu,409647,092172548693,2020-04-27
INDVOTER101099,Zarna Puri,74,Female,9172900163,zarnapuri695901@outlook.com,"49, Nadkarni Road, Mango 485305",Sikkim,522823,312788944930,2016-11-02
INDVOTER101220,Owen Sibal,75,Female,9848441248,owensibal696930@outlook.com,"995, Bedi Road, Bharatpur-330902",Sikkim,604508,470855996558,2018-01-04
INDVOTER101230,Hamsini Prashad,82,Other,9266688346,hamsiniprashad697301@outlook.com,"10/921, Lala, Jalandhar 766116",Himachal Pradesh,001594,185362348785,2022-05-14
INDVOTER101574,Zansi Datta,73,Male,9578148885,zansidatta698535@yahoo.com,"668, More Circle, Raiganj 148751",Tamil Nadu,108225,947439831970,2018-02-23
INDVOTER101681,Amrita Som,64,Female,9285257656,amritasom699881@outlook.com,"369, Pai Ganj, Bareilly 128805",Arunachal Pradesh,470505,549473331873,2016-08-18
INDVOTER101359,Gaurika Garde,83,Female,9205319623,gaurikagarde700111@gmail.com,"H.No. 17, Chaudhuri Street, Tadipatri 833487",Mizoram,197178,719859033019,2017-01-07
INDVOTER101289,George Dasgupta,44,Male,9109328504,georgedasgupta701398@yahoo.com,"H.No. 443, Bir Marg, Kolhapur-759585",Telangana,521419,974448111920,2018-05-14
INDVOTER100847,Ishanvi Chokshi,64,Male,9910196425,ishanvichokshi702982@outlook.com,"74/387, Gala Road, Kanpur 427148",Goa,465568,454818638399,2019-06-26
INDVOTER101514,Barkha Ramanathan,63,Other,9754875703,barkharamanathan7031@outlook.com,"95/483, Lanka Chowk, Nizamabad-616343",Goa,577432,221617017049,2023-09-21
INDVOTER100747,Ekaja Mistry,47,Male,9515001121,ekajamistry704855@gmail.com,"408, Wali Marg, Fatehpur 307982",Uttarakhand,434883,899372176080,2019-08-09
INDVOTER101703,Hemangini Om,33,Other,9534667644,hemanginiom705294@yahoo.com,"H.No. 21, Nigam Path, Phagwara 559660",Odisha,174617,402293941612,2016-04-09
INDVOTER101342,Udyati Srinivas,60,Other,9383530237,udyatisrinivas706138@gmail.com,"02/63, Lata Road, Ludhiana-545875",Haryana,686616,602687594244,2017-04-03
INDVOTER101702,Gautam Bose,32,Other,9120070137,gautambose707642@gmail.com,"75, Balakrishnan Road, Jamshedpur 495568",Telangana,445755,136022859028,2015-10-31
INDVOTER101313,Fariq Verma,53,Female,9542596639,fariqverma708733@yahoo.com,"H.No. 983, Sanghvi Marg, Bahraich-492003",Rajasthan,861883,639131139071,2017-11-09
INDVOTER101212,Charles Shroff,75,Other,9742537314,charlesshroff709543@yahoo.com,"923, Sani Street, Jamnagar 094386",Karnataka,185220,542175846210,2018-07-15
INDVOTER101602,Ira Brar,53,Female,9079714020,irabrar710687@gmail.com,"18/06, Ratti Road, Nagpur 778469",Tripura,432897,113523068319,2019-08-20
INDVOTER101294,Rudra Pillay,45,Other,9553969764,rudrapillay711242@yahoo.com,"68/13, Palla Ganj, Naihati-996945",Chhattisgarh,731514,851094225019,2016-12-11
INDVOTER101285,Vasana Tiwari,34,Other,9815178225,vasanatiwari712769@gmail.com,"63/03, Sawhney, Raebareli-691892",Chhattisgarh,611069,120585043577,2016-09-05
INDVOTER101667,Ranveer Nanda,49,Male,9927205044,ranveernanda713289@gmail.com,"10/77, Bhatnagar Road, Suryapet 350808",Assam,177329,369417583031,2022-09-10
INDVOTER101226,Kavya Ratta,57,Other,9951709775,kavyaratta714932@outlook.com,"50/54, Bahri Path, Tenali-800564",Bihar,923837,918465499986,2022-08-15
INDVOTER101663,Girish Kapoor,80,Female,9036730879,girishkapoor715810@gmail.com,"18/958, Joshi Street, Avadi-694958",Uttarakhand,951907,397949623212,2021-04-28
INDVOTER101451,Amara Upadhyay,52,Male,9173961879,amaraupadhyay716722@outlook.com,"16, Subramanian Nagar, Vijayanagaram 023091",Andhra Pradesh,573914,946421160295,2022-03-26
INDVOTER101322,Nathan Buch,81,Male,9559826163,nathanbuch717951@yahoo.com,"57, Devi Nagar, Kolhapur-644795",Haryana,303250,593877980462,2020-09-06
INDVOTER101563,Frado Sundaram,52,Male,9998000013,fradosundaram718420@yahoo.com,"273, Swamy Chowk, Alappuzha-420455",Telangana,120110,557721794366,2022-06-21
INDVOTER101049,Chameli Arora,58,Male,9987478412,chameliarora719558@yahoo.com,"63/64, Mukhopadhyay, Coimbatore-736932",Jharkhand,407451,133744605945,2021-11-17
INDVOTER101678,Qadim Bhattacharyya,33,Male,9860161436,qadimbhattacharyya720595@outlook.com,"36/91, Chauhan, Khora -875402",Punjab,067617,388089722941,2021-12-15
INDVOTER100960,Mitesh Chaudhary,67,Female,9698587593,miteshchaudhary721575@gmail.com,"85, Sundaram Circle, Malda 969049",Odisha,379048,887837113201,2021-03-26
INDVOTER100961,Yashica Prabhakar,61,Female,9627894352,yashicaprabhakar722830@outlook.com,"H.No. 501, Sangha Street, Uluberia-056300",Himachal Pradesh,768433,781093803286,2015-01-05
INDVOTER101458,Varsha Dhawan,22,Male,9166267875,varshadhawan723547@outlook.com,"45/54, Grover Chowk, Siliguri-335812",Karnataka,406515,984675622946,2016-11-30
INDVOTER101694,Oscar Sastry,45,Male,9522581123,oscarsastry724393@outlook.com,"H.No. 11, Purohit Chowk, Vadodara 025386",Manipur,787576,305758478593,2020-03-08
INDVOTER101435,Jonathan Kata,26,Male,9801411614,jonathankata725476@outlook.com,"513, Jani Zila, Hajipur-701390",Chhattisgarh,135490,137836559625,2016-05-18
INDVOTER100803,Brijesh Sastry,86,Other,9592124130,brijeshsastry726799@outlook.com,"84/577, Memon Street, Bangalore-506823",Sikkim,648879,881382377143,2018-09-21
INDVOTER101118,Umang Batta,19,Other,9450720611,umangbatta727806@gmail.com,"H.No. 94, Shukla Ganj, Raipur 703958",West Bengal,571113,668906860429,2022-07-26
INDVOTER101057,Nihal Prashad,71,Female,9478033051,nihalprashad72823@outlook.com,"154, Chana Road, Rajahmundry 962253",Rajasthan,125672,027570008562,2023-01-20
INDVOTER101292,Wishi Ghosh,62,Male,9338065374,wishighosh729630@gmail.com,"H.No. 663, Batta Ganj, Bharatpur-849245",Chhattisgarh,048531,212453523440,2016-03-04
INDVOTER101707,Reyansh Majumdar,66,Male,9146940405,reyanshmajumdar730894@yahoo.com,"H.No. 054, Venkataraman Circle, Bidar-147035",Madhya Pradesh,940213,887618564634,2018-11-30
INDVOTER100761,Vasatika Mangat,29,Other,9079148575,vasatikamangat731966@yahoo.com,"847, Banik Circle, Hosur-554937",Nagaland,727904,551346851638,2015-07-31
INDVOTER101110,Yashodhara Ben,27,Female,9838196381,yashodharaben732199@gmail.com,"660, Chanda Street, Asansol 227405",Kerala,103057,056186604903,2017-08-21
INDVOTER101029,Umang Deshmukh,31,Female,9634520612,umangdeshmukh733596@outlook.com,"252, Ganguly Street, Buxar-374514",Gujarat,460309,128147185166,2015-11-16
INDVOTER100808,Diya Apte,29,Other,9956486588,diyaapte734397@outlook.com,"16/862, Char Circle, Noida 237851",Tamil Nadu,478011,340417570984,2020-05-10
INDVOTER101119,Jackson Vig,82,Female,9781615090,jacksonvig735592@gmail.com,"50/54, Kapadia Chowk, Panchkula-048192",Goa,816916,004329524179,2017-12-18
INDVOTER101716,Urmi Borde,79,Male,9851407036,urmiborde736202@outlook.com,"414, Kala Circle, Raichur 730513",Assam,138604,070266001404,2016-02-29
INDVOTER101321,Dalbir Agate,41,Female,9003253712,dalbiragate737850@yahoo.com,"78, Mander Chowk, Khammam 923987",Kerala,128536,504579624340,2015-09-18
INDVOTER101657,Meera Chatterjee,58,Male,9730465913,meerachatterjee738600@yahoo.com,"H.No. 655, Wagle Ganj, Kavali-446860",Odisha,725642,982159451474,2017-01-31
INDVOTER101493,Samarth Lala,53,Male,9206089889,samarthlala739506@outlook.com,"29/31, Seth Chowk, Srinagar-587954",Sikkim,119105,222135146229,2015-11-16
INDVOTER101705,Januja Agrawal,67,Female,9791852315,janujaagrawal74032@outlook.com,"85, Jani Path, Danapur-422252",Meghalaya,438124,524159184564,2020-03-22
INDVOTER101176,Chakrika Mann,82,Female,9346308169,chakrikamann741847@outlook.com,"94/53, Kant, Nellore 955035",Manipur,031364,000036614175,2020-05-23
INDVOTER101561,Oeshi Misra,21,Male,9216113252,oeshimisra74246@gmail.com,"780, Ratta Zila, Erode 519540",Mizoram,996441,586044418446,2019-04-15
INDVOTER101333,Krishna Munshi,65,Male,9546241453,krishnamunshi743258@yahoo.com,"35, Mahajan Zila, Katni 990461",Uttar Pradesh,367351,033044865209,2020-04-19
INDVOTER101476,Aarini Dass,32,Male,9439836855,aarinidass744831@yahoo.com,"H.No. 960, Date Ganj, Madurai 580732",Haryana,564147,574933412726,2020-05-11
INDVOTER101075,Faqid Venkatesh,33,Other,9393659378,faqidvenkatesh745254@yahoo.com,"82, Bora Chowk, Bihar Sharif-593234",Andhra Pradesh,189303,319409687583,2023-10-21
INDVOTER101719,Qushi Sengupta,60,Other,9848449180,qushisengupta746197@yahoo.com,"71, Raman Nagar, Varanasi-912758",Himachal Pradesh,755260,356196215553,2016-07-29
INDVOTER101003,Kashvi Mammen,77,Other,9717962141,kashvimammen747248@gmail.com,"H.No. 850, Desai Path, Ambattur-460652",Goa,968623,120266949603,2022-06-15
INDVOTER101441,Devansh Zachariah,44,Female,9961592973,devanshzachariah748748@gmail.com,"25, Dani Marg, Thrissur 935715",West Bengal,500875,212979669924,2018-11-14
INDVOTER100834,Tarak Hans,90,Male,9395499719,tarakhans749477@gmail.com,"76/44, Johal Path, Begusarai 357587",Himachal Pradesh,781533,318239338862,2023-03-17
INDVOTER100946,Orinder Keer,38,Male,9821134686,orinderkeer750795@outlook.com,"89, Borah Circle, Hosur 604898",Haryana,220094,168969952606,2017-11-20
INDVOTER101318,Karan Golla,52,Female,9778655202,karangolla751190@gmail.com,"48/43, Batra Marg, Dhanbad-815462",Mizoram,125315,131797024706,2022-03-08
INDVOTER101137,Abhimanyu Thaman,23,Male,9586900133,abhimanyuthaman752630@gmail.com,"89/33, Murthy Chowk, Ozhukarai 104140",Rajasthan,922102,187575881986,2019-01-08
INDVOTER101543,Charles Ramanathan,49,Female,9451465223,charlesramanathan753327@outlook.com,"H.No. 03, Raju Path, Gangtok 120218",Karnataka,501312,714806911183,2015-08-04
INDVOTER101431,Tanay Mutti,54,Female,9372876209,tanaymutti754796@yahoo.com,"H.No. 262, Natt Zila, Guna 098282",Maharashtra,728003,830427982323,2016-04-24
INDVOTER101662,Gunbir Uppal,18,Female,9230807579,gunbiruppal755485@yahoo.com,"65/909, Nazareth Marg, Mau 268181",Andhra Pradesh,150203,321676397789,2018-11-23
INDVOTER101576,Jack Lal,42,Female,9135844818,jacklal756136@outlook.com,"67/960, Bhalla Marg, Madanapalle 434338",Assam,309384,025632258089,2018-05-25
INDVOTER101691,Mohini Sethi,75,Other,9910398213,mohinisethi757147@gmail.com,"H.No. 681, Bajaj Path, Kolkata-817243",Karnataka,046658,167104813322,2018-01-07
INDVOTER101083,Chaaya Luthra,81,Female,9952569385,chaayaluthra758622@yahoo.com,"H.No. 29, Deol, Dibrugarh 229543",Uttarakhand,467880,239874234685,2023-05-22
INDVOTER101398,Adya Sem,80,Female,9582194479,adyasem759903@outlook.com,"H.No. 57, Sethi, Surat-609116",Andhra Pradesh,222369,575397220296,2015-10-19
INDVOTER101304,Yoshita Keer,70,Male,9608235609,yoshitakeer760336@outlook.com,"68/99, Rai Circle, Sambhal 032193",Haryana,224077,695215463398,2020-07-05
INDVOTER100924,Indira Ahluwalia,54,Other,9062269781,indiraahluwalia761929@gmail.com,"598, Balay Zila, Bihar Sharif 352699",Manipur,874649,662359958832,2017-01-13
INDVOTER101111,Zinal Shetty,76,Female,9172908712,zinalshetty762861@outlook.com,"69, Sami Ganj, Munger 583299",Bihar,641304,624798507470,2023-02-17
INDVOTER101612,Max Nadig,74,Female,9868376325,maxnadig763301@outlook.com,"08/594, Pau Street, Motihari-441117",Goa,310146,764091380500,2022-12-08
INDVOTER101155,Wahab Maharaj,25,Female,9985967445,wahabmaharaj764741@yahoo.com,"028, Puri Street, Ahmedabad-700189",Uttar Pradesh,326746,017635240890,2022-02-10
INDVOTER101664,Luke Kurian,18,Other,9627851927,lukekurian765647@yahoo.com,"H.No. 911, Dugar Road, Nellore-283437",Telangana,689440,358813821623,2018-06-03
INDVOTER100868,Michael Mann,72,Other,9149506916,michaelmann766475@outlook.com,"H.No. 47, Rajagopalan Path, Avadi 068498",Rajasthan,701978,754957520727,2018-01-24
